#               step           E_total_1           E_total_2           E_total_3           E_total_4           E_total_5           E_total_6           E_total_7           E_total_8 
#                                      J                   J                   J                   J                   J                   J                   J                   J 
              1241 -1.308109356301e-18 -1.305011642224e-18 -1.293399094427e-18 -1.255566176753e-18 -1.229591590052e-18 -1.275996427073e-18 -1.313570908698e-18 -1.327104000000e-18 
              1242 -1.308109356301e-18 -1.305011663308e-18 -1.293399208586e-18 -1.255566355713e-18 -1.229591471203e-18 -1.275996328092e-18 -1.313570897539e-18 -1.327104000000e-18 
              1243 -1.308109356301e-18 -1.305011697393e-18 -1.293399392959e-18 -1.255566643503e-18 -1.229591279170e-18 -1.275996167392e-18 -1.313570879044e-18 -1.327104000000e-18 
              1244 -1.308109356301e-18 -1.305028347674e-18 -1.293489322739e-18 -1.255706211716e-18 -1.229497175474e-18 -1.275916878179e-18 -1.313561397728e-18 -1.327104000000e-18 
              1245 -1.308109356301e-18 -1.305028442558e-18 -1.293487487642e-18 -1.255687217954e-18 -1.229497813283e-18 -1.275907543866e-18 -1.313555520410e-18 -1.327104000000e-18 
              1246 -1.308109356301e-18 -1.305028447773e-18 -1.293486969969e-18 -1.255682307601e-18 -1.229497277231e-18 -1.275905442675e-18 -1.313554359018e-18 -1.327104000000e-18 
              1247 -1.308109356301e-18 -1.305028455156e-18 -1.293487158088e-18 -1.255684234433e-18 -1.229498352894e-18 -1.275905993864e-18 -1.313554481045e-18 -1.327104000000e-18 
              1248 -1.308109356301e-18 -1.305028457510e-18 -1.293487071407e-18 -1.255683444386e-18 -1.229498438138e-18 -1.275905596696e-18 -1.313554231374e-18 -1.327104000000e-18 
              1249 -1.308109356301e-18 -1.305028459404e-18 -1.293486988592e-18 -1.255682687848e-18 -1.229498494452e-18 -1.275905230907e-18 -1.313554004938e-18 -1.327104000000e-18 
              1250 -1.308109356301e-18 -1.305028462668e-18 -1.293486838325e-18 -1.255681319432e-18 -1.229498592817e-18 -1.275904572880e-18 -1.313553598296e-18 -1.327104000000e-18 
              1251 -1.308109356301e-18 -1.305028465216e-18 -1.293486711575e-18 -1.255680174902e-18 -1.229498675731e-18 -1.275904023512e-18 -1.313553259197e-18 -1.327104000000e-18 
              1252 -1.308109356301e-18 -1.305028505084e-18 -1.293484582162e-18 -1.255661032285e-18 -1.229500062096e-18 -1.275894878641e-18 -1.313547619429e-18 -1.327104000000e-18 
              1253 -1.308109356301e-18 -1.305028504966e-18 -1.293484493989e-18 -1.255660370168e-18 -1.229500135596e-18 -1.275894541814e-18 -1.313547413700e-18 -1.327104000000e-18 
              1254 -1.308109356301e-18 -1.305028504785e-18 -1.293484411382e-18 -1.255659708500e-18 -1.229500195755e-18 -1.275894232895e-18 -1.313547225565e-18 -1.327104000000e-18 
              1255 -1.308109356301e-18 -1.305028504561e-18 -1.293484331392e-18 -1.255659068343e-18 -1.229500253957e-18 -1.275893935143e-18 -1.313547044282e-18 -1.327104000000e-18 
              1256 -1.308109356301e-18 -1.305028483524e-18 -1.293478256993e-18 -1.255610580877e-18 -1.229504637830e-18 -1.275871419814e-18 -1.313533345839e-18 -1.327104000000e-18 
              1257 -1.308109356301e-18 -1.305028464613e-18 -1.293477821381e-18 -1.255607870719e-18 -1.229505052120e-18 -1.275870281798e-18 -1.313532647543e-18 -1.327104000000e-18 
              1258 -1.308109356301e-18 -1.305028450137e-18 -1.293477493803e-18 -1.255605853698e-18 -1.229505329976e-18 -1.275869453986e-18 -1.313532139490e-18 -1.327104000000e-18 
              1259 -1.308109356301e-18 -1.305028442564e-18 -1.293477327320e-18 -1.255604836472e-18 -1.229505472733e-18 -1.275869036648e-18 -1.313531883768e-18 -1.327104000000e-18 
              1260 -1.308109356301e-18 -1.305028437133e-18 -1.293477209489e-18 -1.255604123778e-18 -1.229505574195e-18 -1.275868743513e-18 -1.313531703821e-18 -1.327104000000e-18 
              1261 -1.308109356301e-18 -1.305028433070e-18 -1.293477122045e-18 -1.255603593556e-18 -1.229505648996e-18 -1.275868527365e-18 -1.313531571035e-18 -1.327104000000e-18 
              1262 -1.308109356301e-18 -1.305028416347e-18 -1.293476764335e-18 -1.255601426912e-18 -1.229505954536e-18 -1.275867647047e-18 -1.313531029820e-18 -1.327104000000e-18 
              1263 -1.308109356301e-18 -1.305028344809e-18 -1.293475273521e-18 -1.255592485393e-18 -1.229507229068e-18 -1.275864041641e-18 -1.313528805405e-18 -1.327104000000e-18 
              1264 -1.308109356301e-18 -1.305026629524e-18 -1.293442894776e-18 -1.255405017287e-18 -1.229534516610e-18 -1.275791290279e-18 -1.313483247451e-18 -1.327104000000e-18 
              1265 -1.308109356301e-18 -1.305026604970e-18 -1.293442787803e-18 -1.255405676790e-18 -1.229534908703e-18 -1.275791600709e-18 -1.313483338264e-18 -1.327104000000e-18 
              1266 -1.308109356301e-18 -1.305026589222e-18 -1.293442705094e-18 -1.255406273787e-18 -1.229535110877e-18 -1.275791725954e-18 -1.313483356975e-18 -1.327104000000e-18 
              1267 -1.308109356301e-18 -1.305026574820e-18 -1.293442610310e-18 -1.255406138163e-18 -1.229535217281e-18 -1.275791813547e-18 -1.313483368810e-18 -1.327104000000e-18 
              1268 -1.308109356301e-18 -1.305026551367e-18 -1.293442455057e-18 -1.255405899133e-18 -1.229535385118e-18 -1.275791953324e-18 -1.313483387286e-18 -1.327104000000e-18 
              1269 -1.308109356301e-18 -1.305026506559e-18 -1.293442158207e-18 -1.255405440237e-18 -1.229535701057e-18 -1.275792219280e-18 -1.313483422810e-18 -1.327104000000e-18 
              1270 -1.308109356301e-18 -1.305026409784e-18 -1.293441518210e-18 -1.255404464723e-18 -1.229536378967e-18 -1.275792799853e-18 -1.313483503770e-18 -1.327104000000e-18 
              1271 -1.308109356301e-18 -1.305026327221e-18 -1.293440974847e-18 -1.255403665786e-18 -1.229536955070e-18 -1.275793309851e-18 -1.313483581141e-18 -1.327104000000e-18 
              1272 -1.308109356301e-18 -1.305026159914e-18 -1.293439877823e-18 -1.255402013304e-18 -1.229538106207e-18 -1.275794366696e-18 -1.313483751782e-18 -1.327104000000e-18 
              1273 -1.308109356301e-18 -1.305026145741e-18 -1.293439788577e-18 -1.255401982873e-18 -1.229538217705e-18 -1.275794463727e-18 -1.313483769361e-18 -1.327104000000e-18 
              1274 -1.308109356301e-18 -1.305026131766e-18 -1.293439698426e-18 -1.255401862531e-18 -1.229538314946e-18 -1.275794557335e-18 -1.313483786498e-18 -1.327104000000e-18 
              1275 -1.308109356301e-18 -1.305026109453e-18 -1.293439554541e-18 -1.255401670883e-18 -1.229538469763e-18 -1.275794707119e-18 -1.313483814047e-18 -1.327104000000e-18 
              1276 -1.308109356301e-18 -1.305025975298e-18 -1.293438690606e-18 -1.255400528251e-18 -1.229539398702e-18 -1.275795612787e-18 -1.313483982530e-18 -1.327104000000e-18 
              1277 -1.308109356301e-18 -1.305025942692e-18 -1.293438482698e-18 -1.255400267124e-18 -1.229539623459e-18 -1.275795841581e-18 -1.313484028296e-18 -1.327104000000e-18 
              1278 -1.308109356301e-18 -1.305025807315e-18 -1.293437621496e-18 -1.255399200672e-18 -1.229540556688e-18 -1.275796799633e-18 -1.313484222900e-18 -1.327104000000e-18 
              1279 -1.308109356301e-18 -1.305025791080e-18 -1.293437519259e-18 -1.255399081561e-18 -1.229540668270e-18 -1.275796918923e-18 -1.313484248686e-18 -1.327104000000e-18 
              1280 -1.308109356301e-18 -1.305025747011e-18 -1.293437242043e-18 -1.255398760491e-18 -1.229540970982e-18 -1.275797244065e-18 -1.313484319445e-18 -1.327104000000e-18 
              1281 -1.308109356301e-18 -1.305025732927e-18 -1.293437153732e-18 -1.255398660358e-18 -1.229541067635e-18 -1.275797349223e-18 -1.313484342754e-18 -1.327104000000e-18 
              1282 -1.308109356301e-18 -1.305025550783e-18 -1.293436012820e-18 -1.255397374762e-18 -1.229542317000e-18 -1.275798714246e-18 -1.313484647039e-18 -1.327104000000e-18 
              1283 -1.308109356301e-18 -1.305025525378e-18 -1.293435855853e-18 -1.255397213876e-18 -1.229542490482e-18 -1.275798914120e-18 -1.313484694775e-18 -1.327104000000e-18 
              1284 -1.308109356301e-18 -1.305025311367e-18 -1.293434535889e-18 -1.255395873750e-18 -1.229543950296e-18 -1.275800608807e-18 -1.313485103117e-18 -1.327104000000e-18 
              1285 -1.308109356301e-18 -1.305025298741e-18 -1.293434459468e-18 -1.255395813109e-18 -1.229544036840e-18 -1.275800714744e-18 -1.313485130427e-18 -1.327104000000e-18 
              1286 -1.308109356301e-18 -1.305025285320e-18 -1.293434378126e-18 -1.255395741894e-18 -1.229544127935e-18 -1.275800827497e-18 -1.313485159638e-18 -1.327104000000e-18 
              1287 -1.308109356301e-18 -1.305025269149e-18 -1.293434280219e-18 -1.255395656980e-18 -1.229544237660e-18 -1.275800963814e-18 -1.313485195093e-18 -1.327104000000e-18 
              1288 -1.308109356301e-18 -1.305002334972e-18 -1.293295461481e-18 -1.255275582904e-18 -1.229698678298e-18 -1.275994342939e-18 -1.313535690740e-18 -1.327104000000e-18 
              1289 -1.308109356301e-18 -1.305002841952e-18 -1.293300772836e-18 -1.255299140569e-18 -1.229694256531e-18 -1.276001401157e-18 -1.313540787105e-18 -1.327104000000e-18 
              1290 -1.308109356301e-18 -1.305002961059e-18 -1.293301946925e-18 -1.255301844506e-18 -1.229693081417e-18 -1.276002959703e-18 -1.313541971126e-18 -1.327104000000e-18 
              1291 -1.308109356301e-18 -1.305003000225e-18 -1.293302473690e-18 -1.255306849806e-18 -1.229693310062e-18 -1.276003710248e-18 -1.313542444167e-18 -1.327104000000e-18 
              1292 -1.308109356301e-18 -1.305003031324e-18 -1.293302801195e-18 -1.255308533658e-18 -1.229693122600e-18 -1.276004127846e-18 -1.313542744555e-18 -1.327104000000e-18 
              1293 -1.308109356301e-18 -1.305003061703e-18 -1.293303106711e-18 -1.255309841361e-18 -1.229692886562e-18 -1.276004505694e-18 -1.313543024261e-18 -1.327104000000e-18 
              1294 -1.308109356301e-18 -1.305003153712e-18 -1.293304023234e-18 -1.255313757367e-18 -1.229692154542e-18 -1.276005620959e-18 -1.313543853970e-18 -1.327104000000e-18 
              1295 -1.308109356301e-18 -1.305003221171e-18 -1.293304689648e-18 -1.255316590780e-18 -1.229691619047e-18 -1.276006419021e-18 -1.313544450955e-18 -1.327104000000e-18 
              1296 -1.308109356301e-18 -1.305004030561e-18 -1.293312637667e-18 -1.255350234019e-18 -1.229685185853e-18 -1.276015831198e-18 -1.313551520013e-18 -1.327104000000e-18 
              1297 -1.308109356301e-18 -1.305004090135e-18 -1.293313186596e-18 -1.255352454795e-18 -1.229684724565e-18 -1.276016395909e-18 -1.313551966518e-18 -1.327104000000e-18 
              1298 -1.308109356301e-18 -1.305004132535e-18 -1.293313576062e-18 -1.255354037543e-18 -1.229684397844e-18 -1.276016792513e-18 -1.313552281036e-18 -1.327104000000e-18 
              1299 -1.308109356301e-18 -1.305004163304e-18 -1.293313857651e-18 -1.255355170064e-18 -1.229684159769e-18 -1.276017077190e-18 -1.313552507607e-18 -1.327104000000e-18 
              1300 -1.308109356301e-18 -1.305004279682e-18 -1.293314920296e-18 -1.255359426417e-18 -1.229683258433e-18 -1.276018145842e-18 -1.313553360045e-18 -1.327104000000e-18 
              1301 -1.308109356301e-18 -1.305008751909e-18 -1.293355421273e-18 -1.255520733438e-18 -1.229648537128e-18 -1.276058038261e-18 -1.313585433440e-18 -1.327104000000e-18 
              1302 -1.308109356301e-18 -1.305020233511e-18 -1.293424493445e-18 -1.255413776373e-18 -1.229509494134e-18 -1.276048708805e-18 -1.313610285268e-18 -1.327104000000e-18 
              1303 -1.308109356301e-18 -1.305020390665e-18 -1.293435851505e-18 -1.255764990049e-18 -1.229566596042e-18 -1.276067130205e-18 -1.313613966413e-18 -1.327104000000e-18 
              1304 -1.308109356301e-18 -1.305020428465e-18 -1.293436285320e-18 -1.255770713947e-18 -1.229568245162e-18 -1.276067461721e-18 -1.313614059071e-18 -1.327104000000e-18 
              1305 -1.308109356301e-18 -1.305020470083e-18 -1.293436525622e-18 -1.255770923199e-18 -1.229568256267e-18 -1.276067141009e-18 -1.313613953133e-18 -1.327104000000e-18 
              1306 -1.308109356301e-18 -1.305020529759e-18 -1.293436824738e-18 -1.255770573052e-18 -1.229567978506e-18 -1.276066504982e-18 -1.313613717110e-18 -1.327104000000e-18 
              1307 -1.308109356301e-18 -1.305020602798e-18 -1.293437181512e-18 -1.255770074218e-18 -1.229567569879e-18 -1.276065690748e-18 -1.313613407759e-18 -1.327104000000e-18 
              1308 -1.308109356301e-18 -1.305020821398e-18 -1.293438240241e-18 -1.255768508439e-18 -1.229566230936e-18 -1.276063236046e-18 -1.313612475307e-18 -1.327104000000e-18 
              1309 -1.308109356301e-18 -1.305020898312e-18 -1.293438605198e-18 -1.255767928176e-18 -1.229565742071e-18 -1.276062360528e-18 -1.313612142987e-18 -1.327104000000e-18 
              1310 -1.308109356301e-18 -1.305020938492e-18 -1.293438795865e-18 -1.255767664014e-18 -1.229565493519e-18 -1.276061901796e-18 -1.313611968653e-18 -1.327104000000e-18 
              1311 -1.308109356301e-18 -1.305020970110e-18 -1.293438944902e-18 -1.255767430592e-18 -1.229565295518e-18 -1.276061539059e-18 -1.313611831091e-18 -1.327104000000e-18 
              1312 -1.308109356301e-18 -1.305021051837e-18 -1.293439329145e-18 -1.255766817908e-18 -1.229564784219e-18 -1.276060599127e-18 -1.313611474815e-18 -1.327104000000e-18 
              1313 -1.308109356301e-18 -1.305021300193e-18 -1.293440490279e-18 -1.255764937111e-18 -1.229563241545e-18 -1.276057726171e-18 -1.313610386676e-18 -1.327104000000e-18 
              1314 -1.308109356301e-18 -1.305032660250e-18 -1.293492602817e-18 -1.255673919667e-18 -1.229493623391e-18 -1.275923610563e-18 -1.313559695770e-18 -1.327104000000e-18 
              1315 -1.308109356301e-18 -1.305032676704e-18 -1.293492569098e-18 -1.255674840875e-18 -1.229494206813e-18 -1.275923131858e-18 -1.313559493225e-18 -1.327104000000e-18 
              1316 -1.308109356301e-18 -1.305032690618e-18 -1.293492499396e-18 -1.255674458433e-18 -1.229494396045e-18 -1.275922641196e-18 -1.313559308581e-18 -1.327104000000e-18 
              1317 -1.308109356301e-18 -1.305032702227e-18 -1.293492437897e-18 -1.255674044534e-18 -1.229494541318e-18 -1.275922228618e-18 -1.313559152684e-18 -1.327104000000e-18 
              1318 -1.308109356301e-18 -1.305032736284e-18 -1.293492255214e-18 -1.255672805734e-18 -1.229494961062e-18 -1.275921016625e-18 -1.313558691679e-18 -1.327104000000e-18 
              1319 -1.308109356301e-18 -1.305032840525e-18 -1.293491679033e-18 -1.255668930007e-18 -1.229496216558e-18 -1.275917297767e-18 -1.313557247512e-18 -1.327104000000e-18 
              1320 -1.308109356301e-18 -1.305033185973e-18 -1.293489571226e-18 -1.255654866406e-18 -1.229500172172e-18 -1.275904852362e-18 -1.313552092737e-18 -1.327104000000e-18 
              1321 -1.308109356301e-18 -1.305033196677e-18 -1.293489495114e-18 -1.255654758107e-18 -1.229500392092e-18 -1.275904473978e-18 -1.313551886371e-18 -1.327104000000e-18 
              1322 -1.308109356301e-18 -1.305033206210e-18 -1.293489414044e-18 -1.255654291808e-18 -1.229500505558e-18 -1.275904107490e-18 -1.313551695609e-18 -1.327104000000e-18 
              1323 -1.308109356301e-18 -1.305033214659e-18 -1.293489340768e-18 -1.255653852410e-18 -1.229500603151e-18 -1.275903779326e-18 -1.313551524546e-18 -1.327104000000e-18 
              1324 -1.308109356301e-18 -1.305033271809e-18 -1.293488839487e-18 -1.255650838539e-18 -1.229501263970e-18 -1.275901543819e-18 -1.313550355760e-18 -1.327104000000e-18 
              1325 -1.308109356301e-18 -1.305033302067e-18 -1.293488553203e-18 -1.255649107370e-18 -1.229501627652e-18 -1.275900302112e-18 -1.313549692124e-18 -1.327104000000e-18 
              1326 -1.308109356301e-18 -1.305033433001e-18 -1.293487248936e-18 -1.255641056096e-18 -1.229503195844e-18 -1.275894750010e-18 -1.313546697457e-18 -1.327104000000e-18 
              1327 -1.308109356301e-18 -1.305033440145e-18 -1.293487166909e-18 -1.255640717746e-18 -1.229503343392e-18 -1.275894412935e-18 -1.313546499436e-18 -1.327104000000e-18 
              1328 -1.308109356301e-18 -1.305033446835e-18 -1.293487082211e-18 -1.255640209409e-18 -1.229503440990e-18 -1.275894078040e-18 -1.313546308480e-18 -1.327104000000e-18 
              1329 -1.308109356301e-18 -1.305033452666e-18 -1.293487006909e-18 -1.255639750886e-18 -1.229503525772e-18 -1.275893782130e-18 -1.313546139580e-18 -1.327104000000e-18 
              1330 -1.308109356301e-18 -1.305033503696e-18 -1.293486337908e-18 -1.255635674993e-18 -1.229504275114e-18 -1.275891163887e-18 -1.313544642313e-18 -1.327104000000e-18 
              1331 -1.308109356301e-18 -1.305033516624e-18 -1.293486143173e-18 -1.255634490271e-18 -1.229504486196e-18 -1.275890427984e-18 -1.313544213920e-18 -1.327104000000e-18 
              1332 -1.308109356301e-18 -1.305033570236e-18 -1.293485298673e-18 -1.255629314943e-18 -1.229505381672e-18 -1.275887271623e-18 -1.313542369291e-18 -1.327104000000e-18 
              1333 -1.308109356301e-18 -1.305033574306e-18 -1.293485221681e-18 -1.255628891629e-18 -1.229505471133e-18 -1.275886992914e-18 -1.313542202054e-18 -1.327104000000e-18 
              1334 -1.308109356301e-18 -1.305033578328e-18 -1.293485142502e-18 -1.255628413230e-18 -1.229505553044e-18 -1.275886710357e-18 -1.313542033319e-18 -1.327104000000e-18 
              1335 -1.308109356301e-18 -1.305033582487e-18 -1.293485058869e-18 -1.255627907115e-18 -1.229505638873e-18 -1.275886413130e-18 -1.313541855605e-18 -1.327104000000e-18 
              1336 -1.308109356301e-18 -1.305033819485e-18 -1.293480175306e-18 -1.255598372857e-18 -1.229510614584e-18 -1.275869137949e-18 -1.313531512581e-18 -1.327104000000e-18 
              1337 -1.308109356301e-18 -1.305033812233e-18 -1.293479672561e-18 -1.255595355454e-18 -1.229511009222e-18 -1.275867783713e-18 -1.313530612958e-18 -1.327104000000e-18 
              1338 -1.308109356301e-18 -1.305033809764e-18 -1.293479542672e-18 -1.255594659736e-18 -1.229511145685e-18 -1.275867442584e-18 -1.313530380628e-18 -1.327104000000e-18 
              1339 -1.308109356301e-18 -1.305033808102e-18 -1.293479459757e-18 -1.255594211370e-18 -1.229511221270e-18 -1.275867224148e-18 -1.313530233938e-18 -1.327104000000e-18 
              1340 -1.308109356301e-18 -1.305033806532e-18 -1.293479383253e-18 -1.255593770149e-18 -1.229511285980e-18 -1.275867024532e-18 -1.313530100550e-18 -1.327104000000e-18 
              1341 -1.308109356301e-18 -1.305033804989e-18 -1.293479310198e-18 -1.255593348418e-18 -1.229511347635e-18 -1.275866834615e-18 -1.313529973662e-18 -1.327104000000e-18 
              1342 -1.308109356301e-18 -1.305033658767e-18 -1.293472583937e-18 -1.255554577352e-18 -1.229517007366e-18 -1.275849410377e-18 -1.313518331546e-18 -1.327104000000e-18 
              1343 -1.308109356301e-18 -1.305033607158e-18 -1.293471890323e-18 -1.255550968025e-18 -1.229517555362e-18 -1.275848149116e-18 -1.313517490135e-18 -1.327104000000e-18 
              1344 -1.308109356301e-18 -1.305033596979e-18 -1.293471765522e-18 -1.255550460571e-18 -1.229517719191e-18 -1.275847944638e-18 -1.313517339210e-18 -1.327104000000e-18 
              1345 -1.308109356301e-18 -1.305033588762e-18 -1.293471660180e-18 -1.255549949353e-18 -1.229517815209e-18 -1.275847764175e-18 -1.313517215497e-18 -1.327104000000e-18 
              1346 -1.308109356301e-18 -1.305033580868e-18 -1.293471559027e-18 -1.255549451218e-18 -1.229517903559e-18 -1.275847591509e-18 -1.313517097556e-18 -1.327104000000e-18 
              1347 -1.308109356301e-18 -1.305033575299e-18 -1.293471487957e-18 -1.255549101861e-18 -1.229517965667e-18 -1.275847470908e-18 -1.313517015089e-18 -1.327104000000e-18 
              1348 -1.308109356301e-18 -1.305033534741e-18 -1.293470971688e-18 -1.255546567806e-18 -1.229518416970e-18 -1.275846598479e-18 -1.313516418027e-18 -1.327104000000e-18 
              1349 -1.308109356301e-18 -1.305033389961e-18 -1.293469165216e-18 -1.255537822282e-18 -1.229520004155e-18 -1.275843638022e-18 -1.313514378980e-18 -1.327104000000e-18 
              1350 -1.308109356301e-18 -1.305031674186e-18 -1.293448677829e-18 -1.255431248484e-18 -1.229535547186e-18 -1.275813479934e-18 -1.313493290099e-18 -1.327104000000e-18 
              1351 -1.308109356301e-18 -1.305031669645e-18 -1.293449096855e-18 -1.255446117636e-18 -1.229537689749e-18 -1.275814372583e-18 -1.313493639946e-18 -1.327104000000e-18 
              1352 -1.308109356301e-18 -1.305031661205e-18 -1.293449064262e-18 -1.255446366291e-18 -1.229537879001e-18 -1.275814523587e-18 -1.313493720234e-18 -1.327104000000e-18 
              1353 -1.308109356301e-18 -1.305031649887e-18 -1.293448995502e-18 -1.255446290969e-18 -1.229538004468e-18 -1.275814611362e-18 -1.313493751077e-18 -1.327104000000e-18 
              1354 -1.308109356301e-18 -1.305031627055e-18 -1.293448845776e-18 -1.255446027374e-18 -1.229538189974e-18 -1.275814725406e-18 -1.313493768731e-18 -1.327104000000e-18 
              1355 -1.308109356301e-18 -1.305031602533e-18 -1.293448682111e-18 -1.255445708686e-18 -1.229538363905e-18 -1.275814836742e-18 -1.313493780543e-18 -1.327104000000e-18 
              1356 -1.308109356301e-18 -1.305031568281e-18 -1.293448453132e-18 -1.255445259964e-18 -1.229538600528e-18 -1.275814993922e-18 -1.313493797677e-18 -1.327104000000e-18 
              1357 -1.308109356301e-18 -1.305031557070e-18 -1.293448378320e-18 -1.255445116337e-18 -1.229538677584e-18 -1.275815046727e-18 -1.313493803815e-18 -1.327104000000e-18 
              1358 -1.308109356301e-18 -1.305031546627e-18 -1.293448308638e-18 -1.255444981980e-18 -1.229538749237e-18 -1.275815096265e-18 -1.313493809688e-18 -1.327104000000e-18 
              1359 -1.308109356301e-18 -1.305031537484e-18 -1.293448247665e-18 -1.255444864815e-18 -1.229538811985e-18 -1.275815139958e-18 -1.313493814962e-18 -1.327104000000e-18 
              1360 -1.308109356301e-18 -1.305031034000e-18 -1.293444891905e-18 -1.255438438718e-18 -1.229542266893e-18 -1.275817561070e-18 -1.313494111674e-18 -1.327104000000e-18 
              1361 -1.308109356301e-18 -1.305030987600e-18 -1.293444592698e-18 -1.255437994231e-18 -1.229542592869e-18 -1.275817871310e-18 -1.313494174899e-18 -1.327104000000e-18 
              1362 -1.308109356301e-18 -1.305030942596e-18 -1.293444303280e-18 -1.255437574881e-18 -1.229542909468e-18 -1.275818179412e-18 -1.313494239812e-18 -1.327104000000e-18 
              1363 -1.308109356301e-18 -1.305030931737e-18 -1.293444233835e-18 -1.255437481696e-18 -1.229542987148e-18 -1.275818256248e-18 -1.313494256633e-18 -1.327104000000e-18 
              1364 -1.308109356301e-18 -1.305030921721e-18 -1.293444169665e-18 -1.255437393423e-18 -1.229543058012e-18 -1.275818327056e-18 -1.313494272152e-18 -1.327104000000e-18 
              1365 -1.308109356301e-18 -1.305030913365e-18 -1.293444116152e-18 -1.255437320055e-18 -1.229543117071e-18 -1.275818386425e-18 -1.313494285240e-18 -1.327104000000e-18 
              1366 -1.308109356301e-18 -1.305030837430e-18 -1.293443630106e-18 -1.255436657302e-18 -1.229543653678e-18 -1.275818928279e-18 -1.313494405304e-18 -1.327104000000e-18 
              1367 -1.308109356301e-18 -1.305030820553e-18 -1.293443522609e-18 -1.255436518782e-18 -1.229543773027e-18 -1.275819053667e-18 -1.313494434400e-18 -1.327104000000e-18 
              1368 -1.308109356301e-18 -1.305030709075e-18 -1.293442813377e-18 -1.255435616449e-18 -1.229544561823e-18 -1.275819889013e-18 -1.313494630076e-18 -1.327104000000e-18 
              1369 -1.308109356301e-18 -1.305030701224e-18 -1.293442763860e-18 -1.255435560027e-18 -1.229544617584e-18 -1.275819951355e-18 -1.313494645568e-18 -1.327104000000e-18 
              1370 -1.308109356301e-18 -1.305030691976e-18 -1.293442705551e-18 -1.255435493035e-18 -1.229544683137e-18 -1.275820025035e-18 -1.313494663954e-18 -1.327104000000e-18 
              1371 -1.308109356301e-18 -1.305030681626e-18 -1.293442640329e-18 -1.255435418726e-18 -1.229544756525e-18 -1.275820107890e-18 -1.313494684724e-18 -1.327104000000e-18 
              1372 -1.308109356301e-18 -1.305025671088e-18 -1.293411087969e-18 -1.255399763813e-18 -1.229580229779e-18 -1.275860388880e-18 -1.313504830821e-18 -1.327104000000e-18 
              1373 -1.308109356301e-18 -1.305025680745e-18 -1.293411246630e-18 -1.255401180931e-18 -1.229580169191e-18 -1.275861114821e-18 -1.313505210070e-18 -1.327104000000e-18 
              1374 -1.308109356301e-18 -1.305025683466e-18 -1.293411292494e-18 -1.255401639886e-18 -1.229580163206e-18 -1.275861311204e-18 -1.313505312311e-18 -1.327104000000e-18 
              1375 -1.308109356301e-18 -1.305025685423e-18 -1.293411324359e-18 -1.255401934449e-18 -1.229580153703e-18 -1.275861449260e-18 -1.313505384663e-18 -1.327104000000e-18 
              1376 -1.308109356301e-18 -1.305025687492e-18 -1.293411357574e-18 -1.255402230254e-18 -1.229580141938e-18 -1.275861593499e-18 -1.313505460476e-18 -1.327104000000e-18 
              1377 -1.308109356301e-18 -1.305025691600e-18 -1.293411423197e-18 -1.255402812089e-18 -1.229580118290e-18 -1.275861876884e-18 -1.313505609570e-18 -1.327104000000e-18 
              1378 -1.308109356301e-18 -1.305025826391e-18 -1.293413554582e-18 -1.255421550316e-18 -1.229579323678e-18 -1.275870983495e-18 -1.313510410333e-18 -1.327104000000e-18 
              1379 -1.308109356301e-18 -1.305025847813e-18 -1.293413821928e-18 -1.255423335987e-18 -1.229579149322e-18 -1.275871778837e-18 -1.313510863245e-18 -1.327104000000e-18 
              1380 -1.308109356301e-18 -1.305025858461e-18 -1.293413951136e-18 -1.255424173331e-18 -1.229579068109e-18 -1.275872152220e-18 -1.313511077665e-18 -1.327104000000e-18 
              1381 -1.308109356301e-18 -1.305025862007e-18 -1.293413994408e-18 -1.255424481912e-18 -1.229579044907e-18 -1.275872274033e-18 -1.313511147206e-18 -1.327104000000e-18 
              1382 -1.308109356301e-18 -1.305025865261e-18 -1.293414033222e-18 -1.255424735877e-18 -1.229579019742e-18 -1.275872383908e-18 -1.313511210437e-18 -1.327104000000e-18 
              1383 -1.308109356301e-18 -1.305025868631e-18 -1.293414073243e-18 -1.255424996513e-18 -1.229578993578e-18 -1.275872496747e-18 -1.313511275453e-18 -1.327104000000e-18 
              1384 -1.308109356301e-18 -1.305025940363e-18 -1.293414921570e-18 -1.255430507711e-18 -1.229578436738e-18 -1.275874878330e-18 -1.313512649069e-18 -1.327104000000e-18 
              1385 -1.308109356301e-18 -1.305025948869e-18 -1.293415014484e-18 -1.255431081454e-18 -1.229578372885e-18 -1.275875115594e-18 -1.313512788936e-18 -1.327104000000e-18 
              1386 -1.308109356301e-18 -1.305025958453e-18 -1.293415118364e-18 -1.255431717723e-18 -1.229578299954e-18 -1.275875378205e-18 -1.313512944099e-18 -1.327104000000e-18 
              1387 -1.308109356301e-18 -1.305025963961e-18 -1.293415177589e-18 -1.255432078405e-18 -1.229578258295e-18 -1.275875526229e-18 -1.313513031788e-18 -1.327104000000e-18 
              1388 -1.308109356301e-18 -1.305025989140e-18 -1.293415447009e-18 -1.255433712138e-18 -1.229578067608e-18 -1.275876195305e-18 -1.313513428758e-18 -1.327104000000e-18 
              1389 -1.308109356301e-18 -1.305025993121e-18 -1.293415488753e-18 -1.255433961463e-18 -1.229578037679e-18 -1.275876295932e-18 -1.313513488867e-18 -1.327104000000e-18 
