#             steps          E_total_1          E_total_2          E_total_3          E_total_4          E_total_5          E_total_6          E_total_7          E_total_8 
#                <>                <J>                <J>                <J>                <J>                <J>                <J>                <J>                <J> 
              4440 -1.308109356292e-18 -1.306237096388e-18 -1.295498331687e-18 -1.255782684253e-18 -1.228264669285e-18 -1.273183182166e-18 -1.312434939590e-18 -1.327104000000e-18 
              4450 -1.308109356292e-18 -1.306236700896e-18 -1.295497574155e-18 -1.255782473927e-18 -1.228265216361e-18 -1.273184222769e-18 -1.312435352381e-18 -1.327104000000e-18 
              4460 -1.308109356292e-18 -1.306236301958e-18 -1.295496799222e-18 -1.255782319726e-18 -1.228265818387e-18 -1.273185221384e-18 -1.312435791997e-18 -1.327104000000e-18 
              4470 -1.308109356292e-18 -1.306235906117e-18 -1.295496046471e-18 -1.255782081464e-18 -1.228266340367e-18 -1.273186285942e-18 -1.312436193651e-18 -1.327104000000e-18 
              4480 -1.308109356292e-18 -1.306235505078e-18 -1.295495256737e-18 -1.255781984458e-18 -1.228266995180e-18 -1.273187238130e-18 -1.312436658678e-18 -1.327104000000e-18 
              4490 -1.308109356292e-18 -1.306235107250e-18 -1.295494506081e-18 -1.255781714983e-18 -1.228267492243e-18 -1.273188333088e-18 -1.312437049943e-18 -1.327104000000e-18 
              4500 -1.308109356292e-18 -1.306234705767e-18 -1.295493701648e-18 -1.255781692358e-18 -1.228268211875e-18 -1.273189220335e-18 -1.312437545221e-18 -1.327104000000e-18 
              4510 -1.308109356292e-18 -1.306234305348e-18 -1.295492915661e-18 -1.255781583780e-18 -1.228268853592e-18 -1.273190179645e-18 -1.312438004343e-18 -1.327104000000e-18 
              4520 -1.308109356292e-18 -1.306233903919e-18 -1.295492152812e-18 -1.255781342268e-18 -1.228269380022e-18 -1.273191256452e-18 -1.312438410957e-18 -1.327104000000e-18 
              4530 -1.308109356292e-18 -1.306233501819e-18 -1.295491401298e-18 -1.255781034019e-18 -1.228269848600e-18 -1.273192392360e-18 -1.312438791361e-18 -1.327104000000e-18 
              4540 -1.308109356292e-18 -1.306233099268e-18 -1.295490617544e-18 -1.255780892570e-18 -1.228270463677e-18 -1.273193383395e-18 -1.312439239448e-18 -1.327104000000e-18 
              4550 -1.308109356292e-18 -1.306232697112e-18 -1.295489881002e-18 -1.255780505504e-18 -1.228270862117e-18 -1.273194587130e-18 -1.312439587850e-18 -1.327104000000e-18 
              4560 -1.308109356292e-18 -1.306232291891e-18 -1.295489090564e-18 -1.255780372148e-18 -1.228271488060e-18 -1.273195575899e-18 -1.312440042257e-18 -1.327104000000e-18 
              4570 -1.308109356292e-18 -1.306231890551e-18 -1.295488350275e-18 -1.255780014863e-18 -1.228271910009e-18 -1.273196751003e-18 -1.312440401364e-18 -1.327104000000e-18 
              4580 -1.308109356292e-18 -1.306231487447e-18 -1.295487585582e-18 -1.255779768777e-18 -1.228272432141e-18 -1.273197832558e-18 -1.312440807377e-18 -1.327104000000e-18 
              4590 -1.308109356292e-18 -1.306231080189e-18 -1.295486803662e-18 -1.255779570244e-18 -1.228273003027e-18 -1.273198881128e-18 -1.312441237626e-18 -1.327104000000e-18 
              4600 -1.308109356292e-18 -1.306230671400e-18 -1.295486015100e-18 -1.255779391190e-18 -1.228273593252e-18 -1.273199915577e-18 -1.312441677500e-18 -1.327104000000e-18 
              4610 -1.308109356292e-18 -1.306230266156e-18 -1.295485246108e-18 -1.255779146818e-18 -1.228274119201e-18 -1.273200998921e-18 -1.312442086458e-18 -1.327104000000e-18 
              4620 -1.308109356292e-18 -1.306229855417e-18 -1.295484451079e-18 -1.255778982486e-18 -1.228274724832e-18 -1.273202023901e-18 -1.312442534418e-18 -1.327104000000e-18 
              4630 -1.308109356292e-18 -1.306229447992e-18 -1.295483677312e-18 -1.255778741296e-18 -1.228275256507e-18 -1.273203108290e-18 -1.312442947106e-18 -1.327104000000e-18 
              4640 -1.308109356292e-18 -1.306229035115e-18 -1.295482864686e-18 -1.255778648650e-18 -1.228275927844e-18 -1.273204074572e-18 -1.312443426343e-18 -1.327104000000e-18 
              4650 -1.308109356292e-18 -1.306228626331e-18 -1.295482096905e-18 -1.255778362412e-18 -1.228276421474e-18 -1.273205200318e-18 -1.312443822294e-18 -1.327104000000e-18 
              4660 -1.308109356292e-18 -1.306228213633e-18 -1.295481272131e-18 -1.255778337251e-18 -1.228277150630e-18 -1.273206106626e-18 -1.312444328207e-18 -1.327104000000e-18 
              4670 -1.308109356292e-18 -1.306227803153e-18 -1.295480509481e-18 -1.255778006945e-18 -1.228277607705e-18 -1.273207273623e-18 -1.312444708237e-18 -1.327104000000e-18 
              4680 -1.308109356292e-18 -1.306227390872e-18 -1.295479685046e-18 -1.255777985568e-18 -1.228278338428e-18 -1.273208174982e-18 -1.312445214867e-18 -1.327104000000e-18 
              4690 -1.308109356292e-18 -1.306226978235e-18 -1.295478913719e-18 -1.255777679472e-18 -1.228278819666e-18 -1.273209324767e-18 -1.312445607074e-18 -1.327104000000e-18 
              4700 -1.308109356292e-18 -1.306226565330e-18 -1.295478111473e-18 -1.255777535018e-18 -1.228279442628e-18 -1.273210333942e-18 -1.312446064599e-18 -1.327104000000e-18 
              4710 -1.308109356292e-18 -1.306226153144e-18 -1.295477361986e-18 -1.255777119197e-18 -1.228279825873e-18 -1.273211577645e-18 -1.312446411760e-18 -1.327104000000e-18 
              4720 -1.308109356292e-18 -1.306225737685e-18 -1.295476551603e-18 -1.255776991851e-18 -1.228280467509e-18 -1.273212576667e-18 -1.312446879088e-18 -1.327104000000e-18 
              4730 -1.308109356292e-18 -1.306225326693e-18 -1.295475795860e-18 -1.255776623119e-18 -1.228280888934e-18 -1.273213776115e-18 -1.312447243463e-18 -1.327104000000e-18 
              4740 -1.308109356292e-18 -1.306224909406e-18 -1.295474986745e-18 -1.255776470790e-18 -1.228281511037e-18 -1.273214800129e-18 -1.312447702729e-18 -1.327104000000e-18 
              4750 -1.308109356292e-18 -1.306224497774e-18 -1.295474217465e-18 -1.255776168187e-18 -1.228281990680e-18 -1.273215942674e-18 -1.312448094274e-18 -1.327104000000e-18 
              4760 -1.308109356292e-18 -1.306224079689e-18 -1.295473413658e-18 -1.255775980433e-18 -1.228282582240e-18 -1.273216998597e-18 -1.312448539989e-18 -1.327104000000e-18 
              4770 -1.308109356292e-18 -1.306223665259e-18 -1.295472628622e-18 -1.255775732754e-18 -1.228283114192e-18 -1.273218098640e-18 -1.312448956874e-18 -1.327104000000e-18 
              4780 -1.308109356292e-18 -1.306223244919e-18 -1.295471815968e-18 -1.255775569148e-18 -1.228283730088e-18 -1.273219137747e-18 -1.312449414847e-18 -1.327104000000e-18 
              4790 -1.308109356292e-18 -1.306222828756e-18 -1.295471027977e-18 -1.255775319852e-18 -1.228284262854e-18 -1.273220242242e-18 -1.312449832968e-18 -1.327104000000e-18 
              4800 -1.308109356292e-18 -1.306222410925e-18 -1.295470231581e-18 -1.255775097951e-18 -1.228284822210e-18 -1.273221326141e-18 -1.312450264065e-18 -1.327104000000e-18 
              4810 -1.308109356292e-18 -1.306221990180e-18 -1.295469419502e-18 -1.255774928809e-18 -1.228285432644e-18 -1.273222370030e-18 -1.312450719896e-18 -1.327104000000e-18 
              4820 -1.308109356292e-18 -1.306221568583e-18 -1.295468578900e-18 -1.255774902304e-18 -1.228286169244e-18 -1.273223291213e-18 -1.312451234076e-18 -1.327104000000e-18 
              4830 -1.308109356292e-18 -1.306221149595e-18 -1.295467799637e-18 -1.255774579159e-18 -1.228286640599e-18 -1.273224464897e-18 -1.312451625440e-18 -1.327104000000e-18 
              4840 -1.308109356292e-18 -1.306220729058e-18 -1.295466957310e-18 -1.255774574238e-18 -1.228287393354e-18 -1.273225364473e-18 -1.312452146708e-18 -1.327104000000e-18 
              4850 -1.308109356292e-18 -1.306220308141e-18 -1.295466176704e-18 -1.255774238936e-18 -1.228287856665e-18 -1.273226552310e-18 -1.312452535314e-18 -1.327104000000e-18 
              4860 -1.308109356292e-18 -1.306219887221e-18 -1.295465359128e-18 -1.255774100031e-18 -1.228288491773e-18 -1.273227568844e-18 -1.312453002842e-18 -1.327104000000e-18 
              4870 -1.308109356292e-18 -1.306219465910e-18 -1.295464561154e-18 -1.255773853782e-18 -1.228289033036e-18 -1.273228679436e-18 -1.312453427510e-18 -1.327104000000e-18 
              4880 -1.308109356292e-18 -1.306219044358e-18 -1.295463772495e-18 -1.255773556244e-18 -1.228289529345e-18 -1.273229834953e-18 -1.312453831709e-18 -1.327104000000e-18 
              4890 -1.308109356292e-18 -1.306218625776e-18 -1.295463006433e-18 -1.255773171207e-18 -1.228289943178e-18 -1.273231060117e-18 -1.312454196869e-18 -1.327104000000e-18 
              4900 -1.308109356292e-18 -1.306218201008e-18 -1.295462185711e-18 -1.255773010542e-18 -1.228290564460e-18 -1.273232102763e-18 -1.312454659884e-18 -1.327104000000e-18 
              4910 -1.308109356292e-18 -1.306217782264e-18 -1.295461404824e-18 -1.255772703507e-18 -1.228291046178e-18 -1.273233259866e-18 -1.312455056382e-18 -1.327104000000e-18 
              4920 -1.308109356292e-18 -1.306217356407e-18 -1.295460587008e-18 -1.255772517112e-18 -1.228291646037e-18 -1.273234326755e-18 -1.312455510126e-18 -1.327104000000e-18 
              4930 -1.308109356292e-18 -1.306216934975e-18 -1.295459790594e-18 -1.255772265008e-18 -1.228292179945e-18 -1.273235441270e-18 -1.312455931803e-18 -1.327104000000e-18 
              4940 -1.308109356292e-18 -1.306216509842e-18 -1.295458978109e-18 -1.255772059298e-18 -1.228292760772e-18 -1.273236522983e-18 -1.312456376610e-18 -1.327104000000e-18 
              4950 -1.308109356292e-18 -1.306216085085e-18 -1.295458168285e-18 -1.255771844147e-18 -1.228293332251e-18 -1.273237611926e-18 -1.312456817018e-18 -1.327104000000e-18 
              4960 -1.308109356292e-18 -1.306215660391e-18 -1.295457360456e-18 -1.255771619664e-18 -1.228293895042e-18 -1.273238708613e-18 -1.312457253462e-18 -1.327104000000e-18 
              4970 -1.308109356292e-18 -1.306215232407e-18 -1.295456535282e-18 -1.255771452789e-18 -1.228294513848e-18 -1.273239761945e-18 -1.312457717026e-18 -1.327104000000e-18 
              4980 -1.308109356292e-18 -1.306214803966e-18 -1.295455679655e-18 -1.255771442860e-18 -1.228295270723e-18 -1.273240679392e-18 -1.312458244153e-18 -1.327104000000e-18 
              4990 -1.308109356292e-18 -1.306214378485e-18 -1.295454893814e-18 -1.255771095501e-18 -1.228295725998e-18 -1.273241884101e-18 -1.312458631746e-18 -1.327104000000e-18 
              5000 -1.308109356292e-18 -1.306213953441e-18 -1.295454097950e-18 -1.255770806446e-18 -1.228296231246e-18 -1.273243036924e-18 -1.312459042124e-18 -1.327104000000e-18 
