#               step          distance_1          distance_2          distance_3          distance_4          distance_5          distance_6          distance_7 
#                                                                                                                                                                
               533 +6.931931382210e+00 +6.937257286660e+00 +6.939562827662e+00 +6.938449935842e+00 +6.939113139378e+00 +6.942019273999e+00 +6.944199799922e+00 
               534 +6.931908265243e+00 +6.937228722245e+00 +6.939534148061e+00 +6.938413760251e+00 +6.939080522994e+00 +6.941971277311e+00 +6.944136931750e+00 
               535 +6.931895710089e+00 +6.937213482384e+00 +6.939509683087e+00 +6.938390852529e+00 +6.939065442716e+00 +6.941945893441e+00 +6.944103552018e+00 
               536 +6.931889158594e+00 +6.937205554873e+00 +6.939500944646e+00 +6.938384354710e+00 +6.939057698020e+00 +6.941932813265e+00 +6.944086332550e+00 
               537 +6.931883893519e+00 +6.937199201286e+00 +6.939493640565e+00 +6.938377487335e+00 +6.939051621732e+00 +6.941922370128e+00 +6.944072580752e+00 
               538 +6.931879503201e+00 +6.937193913700e+00 +6.939487520753e+00 +6.938372366634e+00 +6.939046607045e+00 +6.941913705480e+00 +6.944061168278e+00 
               539 +6.931850121996e+00 +6.937158578965e+00 +6.939446558962e+00 +6.938339450344e+00 +6.939013296835e+00 +6.941855948999e+00 +6.943985083869e+00 
               540 +6.931836688581e+00 +6.937142582827e+00 +6.939428033501e+00 +6.938327566839e+00 +6.938998743385e+00 +6.941830244078e+00 +6.943951191047e+00 
               541 +6.931686209186e+00 +6.936963949053e+00 +6.939225245825e+00 +6.938186562193e+00 +6.938837009828e+00 +6.941545459587e+00 +6.943575617215e+00 
               542 +6.931681497160e+00 +6.936958557707e+00 +6.939218984073e+00 +6.938182615657e+00 +6.938832497121e+00 +6.941537590432e+00 +6.943565223688e+00 
               543 +6.931676789142e+00 +6.936953187153e+00 +6.939212980998e+00 +6.938178789172e+00 +6.938828022351e+00 +6.941529757950e+00 +6.943554872931e+00 
               544 +6.931669075610e+00 +6.936944395499e+00 +6.939203266681e+00 +6.938172540189e+00 +6.938820701553e+00 +6.941516966061e+00 +6.943537968527e+00 
               545 +6.931511051930e+00 +6.936764443137e+00 +6.939006793758e+00 +6.938043422208e+00 +6.938671151399e+00 +6.941256137464e+00 +6.943193283103e+00 
               546 +6.931494858112e+00 +6.936746499911e+00 +6.938989222653e+00 +6.938027972256e+00 +6.938657068434e+00 +6.941232095078e+00 +6.943161497114e+00 
               547 +6.931466862837e+00 +6.936715587373e+00 +6.938956414798e+00 +6.938006865851e+00 +6.938633188041e+00 +6.941190918255e+00 +6.943107052897e+00 
               548 +6.931458941716e+00 +6.936706880217e+00 +6.938947613209e+00 +6.938000509338e+00 +6.938626506573e+00 +6.941179450002e+00 +6.943091889560e+00 
               549 +6.931446131881e+00 +6.936692815341e+00 +6.938933214356e+00 +6.937990613147e+00 +6.938615768184e+00 +6.941160986072e+00 +6.943067474679e+00 
               550 +6.931440697167e+00 +6.936686860007e+00 +6.938927078160e+00 +6.937986379167e+00 +6.938611246716e+00 +6.941153207263e+00 +6.943057188862e+00 
               551 +6.931417243635e+00 +6.936661178705e+00 +6.938900650310e+00 +6.937968491836e+00 +6.938591782985e+00 +6.941119734234e+00 +6.943012928289e+00 
               552 +6.931409982828e+00 +6.936653255177e+00 +6.938892533423e+00 +6.937963087957e+00 +6.938585824119e+00 +6.941109501402e+00 +6.942999398336e+00 
               553 +6.931144463464e+00 +6.936363581273e+00 +6.938596157011e+00 +6.937764017765e+00 +6.938368495652e+00 +6.940736450782e+00 +6.942506153423e+00 
               554 +6.931137865558e+00 +6.936356629642e+00 +6.938589355044e+00 +6.937759584022e+00 +6.938363694407e+00 +6.940728378499e+00 +6.942495491576e+00 
               555 +6.931131580899e+00 +6.936350012924e+00 +6.938582893540e+00 +6.937755279074e+00 +6.938359132473e+00 +6.940720710492e+00 +6.942485364497e+00 
               556 +6.931126005567e+00 +6.936344146404e+00 +6.938577169386e+00 +6.937751474318e+00 +6.938355092951e+00 +6.940713925415e+00 +6.942476404374e+00 
               557 +6.930154226357e+00 +6.935319705640e+00 +6.937578346777e+00 +6.937088103877e+00 +6.937650612856e+00 +6.939531180833e+00 +6.940914598255e+00 
               558 +6.930026246294e+00 +6.935195148287e+00 +6.937470405980e+00 +6.937017852287e+00 +6.937580449946e+00 +6.939427098122e+00 +6.940779708853e+00 
               559 +6.930000105407e+00 +6.935169907426e+00 +6.937448755784e+00 +6.936988797658e+00 +6.937567016577e+00 +6.939406424667e+00 +6.940752932920e+00 
               560 +6.929987686901e+00 +6.935157938651e+00 +6.937438653364e+00 +6.936990336315e+00 +6.937560451717e+00 +6.939396585386e+00 +6.940740264255e+00 
               561 +6.929975921892e+00 +6.935146591817e+00 +6.937429020305e+00 +6.936984687643e+00 +6.937554256444e+00 +6.939387325209e+00 +6.940728326937e+00 
               562 +6.929969103502e+00 +6.935140017071e+00 +6.937423422592e+00 +6.936980882596e+00 +6.937550659112e+00 +6.939381968009e+00 +6.940721426222e+00 
               563 +6.929960586797e+00 +6.935131805463e+00 +6.937416431359e+00 +6.936976241562e+00 +6.937546160302e+00 +6.939375283778e+00 +6.940712819171e+00 
               564 +6.929950177126e+00 +6.935121769462e+00 +6.937407880967e+00 +6.936970580957e+00 +6.937540654199e+00 +6.939367124826e+00 +6.940702318013e+00 
               565 +6.921017131282e+00 +6.926367697184e+00 +6.929948925899e+00 +6.932009058560e+00 +6.932738951819e+00 +6.932264848797e+00 +6.931563460455e+00 
               566 +6.920889610814e+00 +6.926265608589e+00 +6.929832555912e+00 +6.931724440845e+00 +6.932632409702e+00 +6.932270570796e+00 +6.931614534282e+00 
               567 +6.920867468322e+00 +6.926249154791e+00 +6.929826344552e+00 +6.931735197254e+00 +6.932626651288e+00 +6.932271584377e+00 +6.931623059395e+00 
               568 +6.920858172854e+00 +6.926241892036e+00 +6.929817169133e+00 +6.931740218291e+00 +6.932622546665e+00 +6.932271848797e+00 +6.931626623186e+00 
               569 +6.920848966993e+00 +6.926235222794e+00 +6.929814053333e+00 +6.931740475706e+00 +6.932619810733e+00 +6.932272324652e+00 +6.931630170956e+00 
               570 +6.920831972230e+00 +6.926222865423e+00 +6.929808006336e+00 +6.931739632463e+00 +6.932614414778e+00 +6.932273172586e+00 +6.931636710091e+00 
               571 +6.920748064811e+00 +6.926161472497e+00 +6.929775762351e+00 +6.931724275614e+00 +6.932584956631e+00 +6.932277080265e+00 +6.931668899147e+00 
               572 +6.920675942528e+00 +6.926107314181e+00 +6.929739495641e+00 +6.931671397431e+00 +6.932549749202e+00 +6.932279221980e+00 +6.931696112125e+00 
               573 +6.920546768991e+00 +6.926009772138e+00 +6.929674464277e+00 +6.931591270829e+00 +6.932485732645e+00 +6.932281564326e+00 +6.931744055182e+00 
               574 +6.920536823897e+00 +6.926002129854e+00 +6.929669409840e+00 +6.931580425158e+00 +6.932480420185e+00 +6.932281534656e+00 +6.931747540868e+00 
               575 +6.920526987388e+00 +6.925994603185e+00 +6.929664417745e+00 +6.931572174569e+00 +6.932475129334e+00 +6.932281477625e+00 +6.931751055150e+00 
               576 +6.920516125371e+00 +6.925986287046e+00 +6.929658866007e+00 +6.931563934560e+00 +6.932469261876e+00 +6.932281392634e+00 +6.931754924660e+00 
               577 +6.920398553489e+00 +6.925896193491e+00 +6.929598395614e+00 +6.931476911327e+00 +6.932405473544e+00 +6.932280223299e+00 +6.931796675856e+00 
               578 +6.920377625650e+00 +6.925880004395e+00 +6.929587047435e+00 +6.931463225570e+00 +6.932393529146e+00 +6.932279530516e+00 +6.931803826885e+00 
               579 +6.920337577447e+00 +6.925848950549e+00 +6.929565532349e+00 +6.931433641494e+00 +6.932370307079e+00 +6.932278057796e+00 +6.931817408925e+00 
               580 +6.920328656807e+00 +6.925842009585e+00 +6.929560723712e+00 +6.931426884271e+00 +6.932365012120e+00 +6.932277654899e+00 +6.931820388655e+00 
               581 +6.920298788558e+00 +6.925818751436e+00 +6.929544566216e+00 +6.931403973135e+00 +6.932347212506e+00 +6.932276250520e+00 +6.931830330933e+00 
               582 +6.920288899917e+00 +6.925811031350e+00 +6.929539163434e+00 +6.931396371654e+00 +6.932341234132e+00 +6.932275722953e+00 +6.931833583143e+00 
               583 +6.919819277442e+00 +6.925443921225e+00 +6.929281863284e+00 +6.931034010761e+00 +6.932055663256e+00 +6.932249644382e+00 +6.931987517685e+00 
               584 +6.919811226094e+00 +6.925437341626e+00 +6.929276870562e+00 +6.931026496899e+00 +6.932049431989e+00 +6.932248256161e+00 +6.931989562345e+00 
               585 +6.919801868697e+00 +6.925429688719e+00 +6.929271031089e+00 +6.931017795911e+00 +6.932042169926e+00 +6.932246621427e+00 +6.931991922507e+00 
               586 +6.919794267432e+00 +6.925423466646e+00 +6.929266262424e+00 +6.931010763376e+00 +6.932036247047e+00 +6.932245272435e+00 +6.931993824312e+00 
               587 +6.919096230496e+00 +6.924851135137e+00 +6.928826398384e+00 +6.930364684457e+00 +6.931489703706e+00 +6.932119632703e+00 +6.932167567543e+00 
               588 +6.919087563618e+00 +6.924843480443e+00 +6.928819167149e+00 +6.930355991719e+00 +6.931480103377e+00 +6.932115750844e+00 +6.932168048690e+00 
               589 +6.919075576512e+00 +6.924832886889e+00 +6.928809359832e+00 +6.930342344307e+00 +6.931466707309e+00 +6.932110320836e+00 +6.932168671060e+00 
               590 +6.919069725850e+00 +6.924827709970e+00 +6.928804601283e+00 +6.930335287897e+00 +6.931460116933e+00 +6.932107633469e+00 +6.932168944694e+00 
               591 +6.919048062564e+00 +6.924808528216e+00 +6.928786953498e+00 +6.930309031777e+00 +6.931435641151e+00 +6.932097617796e+00 +6.932169902860e+00 
               592 +6.919042883142e+00 +6.924803931265e+00 +6.928782705202e+00 +6.930302659457e+00 +6.931429725758e+00 +6.932095165502e+00 +6.932170082652e+00 
               593 +6.918658442809e+00 +6.924462203466e+00 +6.928466357494e+00 +6.929828364235e+00 +6.930989068424e+00 +6.931911906007e+00 +6.932182562605e+00 
               594 +6.918643865060e+00 +6.924448626814e+00 +6.928452278767e+00 +6.929807712596e+00 +6.930968837741e+00 +6.931901613914e+00 +6.932180149227e+00 
               595 +6.918609884439e+00 +6.924416901403e+00 +6.928419495288e+00 +6.929758325608e+00 +6.930921357412e+00 +6.931877304395e+00 +6.932174211299e+00 
               596 +6.918605237135e+00 +6.924412542292e+00 +6.928414928872e+00 +6.929751469455e+00 +6.930914767783e+00 +6.931873873143e+00 +6.932173297863e+00 
               597 +6.918600421861e+00 +6.924408023506e+00 +6.928410202347e+00 +6.929744382918e+00 +6.930907929578e+00 +6.931870303898e+00 +6.932172336836e+00 
               598 +6.918592263833e+00 +6.924400361966e+00 +6.928402179905e+00 +6.929732379548e+00 +6.930896319126e+00 +6.931864230663e+00 +6.932170682878e+00 
               599 +6.917245089257e+00 +6.923127389000e+00 +6.927065923125e+00 +6.927734755567e+00 +6.928961426860e+00 +6.930848307410e+00 +6.931888789962e+00 
               600 +6.917215300318e+00 +6.923089379267e+00 +6.927007826749e+00 +6.927641610655e+00 +6.928869589947e+00 +6.930773311730e+00 +6.931831364529e+00 
               601 +6.917207202581e+00 +6.923079100048e+00 +6.926989750492e+00 +6.927628252113e+00 +6.928844848168e+00 +6.930752794558e+00 +6.931815453886e+00 
               602 +6.917204111049e+00 +6.923075112301e+00 +6.926983530546e+00 +6.927617902132e+00 +6.928835395240e+00 +6.930744983089e+00 +6.931809353248e+00 
               603 +6.917201534889e+00 +6.923071808449e+00 +6.926978402452e+00 +6.927610221300e+00 +6.928827520930e+00 +6.930738468297e+00 +6.931804266819e+00 
               604 +6.917199030385e+00 +6.923068600061e+00 +6.926973406228e+00 +6.927602903732e+00 +6.928819871680e+00 +6.930732131638e+00 +6.931799315866e+00 
               605 +6.917183444364e+00 +6.923048637247e+00 +6.926942229992e+00 +6.927557865273e+00 +6.928772297124e+00 +6.930692677760e+00 +6.931768460860e+00 
               606 +6.917178674009e+00 +6.923042532549e+00 +6.926932598726e+00 +6.927544726272e+00 +6.928757811170e+00 +6.930680586274e+00 +6.931758943978e+00 
               607 +6.917161339010e+00 +6.923020320803e+00 +6.926897790556e+00 +6.927496352278e+00 +6.928705237245e+00 +6.930636645626e+00 +6.931724276728e+00 
               608 +6.917158742247e+00 +6.923016991736e+00 +6.926892630415e+00 +6.927489018184e+00 +6.928697397784e+00 +6.930630059857e+00 +6.931719043211e+00 
               609 +6.917135721906e+00 +6.922987469836e+00 +6.926846783266e+00 +6.927424176300e+00 +6.928627953151e+00 +6.930571660055e+00 +6.931672583569e+00 
               610 +6.917132532264e+00 +6.922983378432e+00 +6.926840381049e+00 +6.927415488351e+00 +6.928618411604e+00 +6.930563569301e+00 +6.931666085873e+00 
               611 +6.917090186608e+00 +6.922929028448e+00 +6.926755754721e+00 +6.927299634178e+00 +6.928491753973e+00 +6.930456100425e+00 +6.931579674283e+00 
               612 +6.917087438386e+00 +6.922925499836e+00 +6.926750441514e+00 +6.927291656464e+00 +6.928483636080e+00 +6.930449133838e+00 +6.931573982836e+00 
               613 +6.917083178959e+00 +6.922920031708e+00 +6.926742123316e+00 +6.927279594170e+00 +6.928471077468e+00 +6.930438339639e+00 +6.931565154508e+00 
               614 +6.917079918583e+00 +6.922915846827e+00 +6.926735704630e+00 +6.927270605969e+00 +6.928461486263e+00 +6.930430080626e+00 +6.931558388723e+00 
               615 +6.916895532549e+00 +6.922678633201e+00 +6.926371313812e+00 +6.926765473751e+00 +6.927918541391e+00 +6.929962013854e+00 +6.931174486807e+00 
               616 +6.916892999468e+00 +6.922675394413e+00 +6.926366213789e+00 +6.926760357118e+00 +6.927911630453e+00 +6.929955696867e+00 +6.931168974544e+00 
               617 +6.916889999051e+00 +6.922671558332e+00 +6.926360295712e+00 +6.926753728319e+00 +6.927903442219e+00 +6.929948218577e+00 +6.931162445600e+00 
               618 +6.916883606840e+00 +6.922663385621e+00 +6.926347868208e+00 +6.926738745316e+00 +6.927886000352e+00 +6.929932296659e+00 +6.931148536066e+00 
               619 +6.916769153637e+00 +6.922516906769e+00 +6.926128925107e+00 +6.926452591341e+00 +6.927573821908e+00 +6.929647286858e+00 +6.930899179511e+00 
               620 +6.916766561309e+00 +6.922513627006e+00 +6.926124140300e+00 +6.926446169985e+00 +6.927567141206e+00 +6.929641028671e+00 +6.930893549514e+00 
               621 +6.916721665766e+00 +6.922456815617e+00 +6.926041218979e+00 +6.926336861222e+00 +6.927451597286e+00 +6.929532687712e+00 +6.930796028205e+00 
               622 +6.916715523544e+00 +6.922449083090e+00 +6.926029887214e+00 +6.926325033121e+00 +6.927436233862e+00 +6.929518084985e+00 +6.930782757795e+00 
               623 +6.916698522943e+00 +6.922427694120e+00 +6.925998797424e+00 +6.926287114946e+00 +6.927393685805e+00 +6.929477738502e+00 +6.930746054073e+00 
               624 +6.916695223859e+00 +6.922423553119e+00 +6.925992849567e+00 +6.926279217928e+00 +6.927385496747e+00 +6.929469952029e+00 +6.930738949316e+00 
               625 +6.916684962673e+00 +6.922410676065e+00 +6.925974320984e+00 +6.926255392743e+00 +6.927360068746e+00 +6.929445760531e+00 +6.930716860426e+00 
               626 +6.916681894007e+00 +6.922406829351e+00 +6.925968775716e+00 +6.926248537509e+00 +6.927352507781e+00 +6.929438552083e+00 +6.930710265164e+00 
               627 +6.916655629727e+00 +6.922373910814e+00 +6.925921377557e+00 +6.926189527322e+00 +6.927287883921e+00 +6.929376903838e+00 +6.930653830249e+00 
               628 +6.916652593722e+00 +6.922370118436e+00 +6.925915959342e+00 +6.926182644390e+00 +6.927280515720e+00 +6.929369841307e+00 +6.930647334578e+00 
               629 +6.916627651465e+00 +6.922338964799e+00 +6.925871435123e+00 +6.926126700636e+00 +6.927220062880e+00 +6.929311868463e+00 +6.930593984363e+00 
               630 +6.916623844499e+00 +6.922334223484e+00 +6.925864665011e+00 +6.926118541624e+00 +6.927210956809e+00 +6.929303097828e+00 +6.930585876748e+00 
               631 +6.916588561447e+00 +6.922290291463e+00 +6.925802086617e+00 +6.926041794976e+00 +6.927126705069e+00 +6.929221887952e+00 +6.930510762191e+00 
               632 +6.916585493274e+00 +6.922286489139e+00 +6.925796740801e+00 +6.926034974378e+00 +6.927119509284e+00 +6.929214911663e+00 +6.930504272785e+00 
               633 +6.916580248694e+00 +6.922279991094e+00 +6.925787589303e+00 +6.926023501153e+00 +6.927107229223e+00 +6.929203000380e+00 +6.930493186313e+00 
               634 +6.916576320185e+00 +6.922275126143e+00 +6.925780730048e+00 +6.926015039882e+00 +6.927098056377e+00 +6.929194095155e+00 +6.930484890195e+00 
               635 +6.916066689178e+00 +6.921641235980e+00 +6.924887322319e+00 +6.924916609481e+00 +6.925904878275e+00 +6.928034842925e+00 +6.929404178450e+00 
               636 +6.916063509263e+00 +6.921637510669e+00 +6.924882413769e+00 +6.924912192613e+00 +6.925899125113e+00 +6.928028747838e+00 +6.929398039151e+00 
               637 +6.916059974662e+00 +6.921633373999e+00 +6.924877022390e+00 +6.924906936603e+00 +6.925892737558e+00 +6.928021980506e+00 +6.929391221474e+00 
               638 +6.916055724025e+00 +6.921628401632e+00 +6.924870576752e+00 +6.924900328459e+00 +6.925885061390e+00 +6.928013851702e+00 +6.929383031080e+00 
               639 +6.915821349364e+00 +6.921353945334e+00 +6.924516303213e+00 +6.924523873874e+00 +6.925461698743e+00 +6.927565605131e+00 +6.928931274545e+00 
               640 +6.915811743376e+00 +6.921342990098e+00 +6.924504069276e+00 +6.924496010870e+00 +6.925445740041e+00 +6.927548679033e+00 +6.928913967831e+00 
               641 +6.915800911925e+00 +6.921330629487e+00 +6.924488834359e+00 +6.924479341163e+00 +6.925428143880e+00 +6.927529706653e+00 +6.928894506297e+00 
               642 +6.915797103222e+00 +6.921326288447e+00 +6.924483491264e+00 +6.924473660152e+00 +6.925421984616e+00 +6.927523058529e+00 +6.928887683215e+00 
